provider_id,provider_name,provider_region,provider_network_status,provider_contract_type,provider_risk_tier,provider_group,provider_start_date
P2920,Dr. Mary Jones,Midwest,In-Network,Shared Savings,High,Group C,1/4/2018
P2921,Dr. Mary Garcia,Midwest,Out-of-Network,Capitated,Low,Group C,4/30/2017
P2922,Dr. Susan Davis,Midwest,Out-of-Network,Capitated,High,Group C,9/4/2017
P2923,Dr. Elizabeth Wilson,West,In-Network,Shared Savings,Low,Group B,10/16/2016
P2924,Dr. Robert Garcia,South,Out-of-Network,Capitated,High,Group C,11/11/2023
P2925,Dr. Barbara Davis,South,Out-of-Network,Value-Based,Medium,Independent,9/16/2015
P2926,Dr. Elizabeth Taylor,Northeast,In-Network,Capitated,Medium,Group B,12/25/2021
P2927,Dr. John Williams,South,Out-of-Network,Shared Savings,Low,Independent,2/27/2022
P2928,Dr. David Miller,Midwest,In-Network,Shared Savings,High,Group C,9/3/2018
P2929,Dr. John Garcia,West,In-Network,Value-Based,Medium,Academic,10/14/2015
P2930,Dr. Jennifer Wilson,Midwest,Out-of-Network,Capitated,High,Independent,3/9/2025
P2931,Dr. Elizabeth Johnson,Northeast,Out-of-Network,Fee-for-Service,High,Independent,2/17/2024
P2932,Dr. Michael Williams,South,In-Network,Fee-for-Service,Low,Academic,12/3/2022
P2933,Dr. Patricia Wilson,West,In-Network,Fee-for-Service,Low,Group C,12/17/2019
P2934,Dr. Richard Miller,South,In-Network,Shared Savings,Medium,Group B,7/6/2017
P2935,Dr. Michael Jones,West,In-Network,Value-Based,High,Group B,5/23/2025
P2936,Dr. Michael Anderson,South,Out-of-Network,Fee-for-Service,Low,Group C,9/15/2018
P2937,Dr. James Thomas,West,In-Network,Value-Based,Medium,Group C,2/13/2020
P2938,Dr. William Smith,Northeast,Out-of-Network,Capitated,Low,Group A,4/24/2021
P2939,Dr. John Johnson,Northeast,Out-of-Network,Shared Savings,Low,Group B,9/15/2015
P2940,Dr. Jennifer Smith,Northeast,Out-of-Network,Fee-for-Service,Low,Group B,12/4/2022
P2941,Dr. Patricia Garcia,South,Out-of-Network,Shared Savings,Low,Group B,7/31/2017
P2942,Dr. William Williams,West,In-Network,Capitated,Medium,Group A,10/17/2025
P2943,Dr. James Taylor,West,In-Network,Capitated,High,Group C,11/22/2022
P2944,Dr. Elizabeth Jones,South,In-Network,Value-Based,Medium,Group B,10/31/2019
P2945,Dr. Patricia Miller,West,Out-of-Network,Fee-for-Service,Low,Independent,1/4/2019
P2946,Dr. Jennifer Jones,West,In-Network,Capitated,Medium,Group C,1/9/2017
P2947,Dr. Linda Brown,West,Out-of-Network,Shared Savings,High,Group C,12/22/2018
P2948,Dr. John Thomas,West,In-Network,Capitated,High,Independent,2/7/2021
P2949,Dr. Mary Taylor,Midwest,Out-of-Network,Value-Based,Medium,Group B,12/25/2025
P2950,Dr. Richard Anderson,West,In-Network,Value-Based,Low,Academic,10/11/2020
P2951,Dr. Mary Thomas,West,In-Network,Fee-for-Service,Low,Group A,10/20/2023
P2952,Dr. Michael Williams,South,In-Network,Value-Based,Medium,Group B,11/2/2015
P2953,Dr. Robert Johnson,Northeast,In-Network,Shared Savings,High,Group A,6/18/2015
P2954,Dr. Elizabeth Jones,Northeast,In-Network,Value-Based,High,Group C,11/21/2018
P2955,Dr. James Taylor,Northeast,In-Network,Value-Based,Medium,Independent,10/12/2016
P2956,Dr. Jennifer Garcia,Midwest,Out-of-Network,Fee-for-Service,High,Group B,6/28/2018
P2957,Dr. Susan Miller,West,Out-of-Network,Fee-for-Service,Medium,Group C,10/17/2025
P2958,Dr. Jennifer Miller,Midwest,In-Network,Capitated,High,Group A,3/22/2015
P2959,Dr. Susan Wilson,West,In-Network,Capitated,Low,Independent,2/26/2024
P2960,Dr. David Thomas,West,In-Network,Shared Savings,Medium,Group C,3/6/2022
P2961,Dr. Robert Williams,West,Out-of-Network,Capitated,Medium,Independent,9/25/2020
P2962,Dr. Barbara Anderson,West,Out-of-Network,Shared Savings,High,Group A,12/8/2015
P2963,Dr. Patricia Brown,Midwest,In-Network,Shared Savings,Low,Independent,6/30/2024
P2964,Dr. Robert Wilson,West,Out-of-Network,Capitated,Medium,Independent,10/15/2015
P2965,Dr. John Anderson,West,In-Network,Value-Based,Low,Academic,10/10/2018
P2966,Dr. Jennifer Miller,West,In-Network,Capitated,High,Group A,3/25/2016
P2967,Dr. Richard Thomas,South,In-Network,Value-Based,Medium,Group C,11/26/2015
P2968,Dr. Mary Davis,West,In-Network,Shared Savings,Low,Group A,11/26/2020
P2969,Dr. Barbara Miller,Midwest,Out-of-Network,Shared Savings,High,Group C,9/19/2016
P2970,Dr. Robert Taylor,West,Out-of-Network,Capitated,Low,Independent,8/29/2019
P2971,Dr. William Johnson,South,Out-of-Network,Value-Based,High,Group A,6/19/2016
P2972,Dr. James Brown,Midwest,Out-of-Network,Fee-for-Service,Medium,Independent,9/16/2019
P2973,Dr. David Jones,South,In-Network,Fee-for-Service,Low,Academic,9/6/2017
P2974,Dr. John Smith,Midwest,In-Network,Value-Based,High,Independent,3/3/2016
P2975,Dr. John Anderson,Midwest,In-Network,Value-Based,High,Group C,3/14/2024
P2976,Dr. Barbara Wilson,West,Out-of-Network,Fee-for-Service,Medium,Group A,10/30/2025
P2977,Dr. Elizabeth Davis,South,Out-of-Network,Fee-for-Service,Low,Group B,6/10/2024
P2978,Dr. Barbara Taylor,Northeast,Out-of-Network,Value-Based,Low,Group A,4/14/2025
P2979,Dr. John Miller,South,Out-of-Network,Fee-for-Service,Low,Group C,5/10/2018
P2980,Dr. William Jones,Northeast,Out-of-Network,Fee-for-Service,High,Group B,4/12/2021
P2981,Dr. John Brown,Midwest,Out-of-Network,Capitated,High,Independent,8/9/2020
P2982,Dr. Barbara Taylor,Midwest,In-Network,Shared Savings,High,Group B,7/19/2016
P2983,Dr. Richard Thomas,Northeast,In-Network,Capitated,Medium,Group C,8/6/2019
P2984,Dr. Linda Williams,Northeast,Out-of-Network,Value-Based,Medium,Academic,7/12/2018
P2985,Dr. William Davis,West,In-Network,Value-Based,Low,Group A,1/22/2019
P2986,Dr. James Johnson,Midwest,In-Network,Shared Savings,High,Independent,11/18/2015
P2987,Dr. Elizabeth Williams,West,In-Network,Capitated,Medium,Academic,4/15/2017
P2988,Dr. Barbara Thomas,Northeast,In-Network,Shared Savings,Medium,Group A,3/28/2022
P2989,Dr. Elizabeth Garcia,South,In-Network,Fee-for-Service,High,Group C,9/24/2016
P2990,Dr. Michael Brown,South,Out-of-Network,Shared Savings,Medium,Group A,2/25/2016
P2991,Dr. Elizabeth Johnson,West,In-Network,Fee-for-Service,Low,Academic,7/21/2020
P2992,Dr. William Anderson,West,Out-of-Network,Capitated,Low,Academic,6/9/2019
P2993,Dr. William Davis,South,In-Network,Shared Savings,Medium,Group C,12/22/2019
P2994,Dr. William Johnson,South,In-Network,Value-Based,Medium,Group B,10/28/2017
P2995,Dr. Barbara Smith,Midwest,Out-of-Network,Fee-for-Service,Low,Independent,5/7/2019
P2996,Dr. Mary Brown,Midwest,In-Network,Value-Based,Medium,Group C,7/1/2017
P2997,Dr. Elizabeth Johnson,Northeast,In-Network,Fee-for-Service,Medium,Academic,7/6/2022
P2998,Dr. John Wilson,Midwest,Out-of-Network,Capitated,Low,Group B,4/20/2016
P2999,Dr. Patricia Wilson,Midwest,Out-of-Network,Capitated,High,Independent,8/29/2023
P3000,Dr. Barbara Thomas,Northeast,Out-of-Network,Capitated,Low,Group B,4/20/2017
P3001,Dr. Robert Thomas,Northeast,Out-of-Network,Shared Savings,Low,Academic,8/7/2022
P3002,Dr. Robert Johnson,South,In-Network,Fee-for-Service,Low,Independent,1/21/2022
P3003,Dr. Richard Wilson,Midwest,In-Network,Fee-for-Service,Low,Group C,1/12/2023
P3004,Dr. Linda Taylor,Northeast,Out-of-Network,Capitated,Low,Group C,9/5/2018
P3005,Dr. Linda Brown,Northeast,In-Network,Shared Savings,Low,Group C,2/6/2026
P3006,Dr. Barbara Anderson,South,In-Network,Shared Savings,Medium,Group C,9/1/2020
P3007,Dr. David Davis,South,In-Network,Shared Savings,High,Academic,12/31/2023
P3008,Dr. Linda Thomas,Northeast,In-Network,Shared Savings,High,Academic,3/29/2021
P3009,Dr. Barbara Williams,South,Out-of-Network,Value-Based,High,Academic,4/13/2024
P3010,Dr. John Miller,South,In-Network,Capitated,Medium,Group B,12/20/2020
P3011,Dr. Patricia Williams,West,Out-of-Network,Capitated,Low,Group A,8/21/2025
P3012,Dr. David Garcia,Midwest,Out-of-Network,Value-Based,Medium,Group C,9/29/2023
P3013,Dr. Susan Davis,Northeast,Out-of-Network,Capitated,Medium,Group B,11/13/2015
P3014,Dr. William Anderson,Midwest,Out-of-Network,Capitated,Medium,Academic,6/16/2021
P3015,Dr. Susan Jones,West,In-Network,Shared Savings,High,Group B,1/18/2015
P3016,Dr. William Jones,Midwest,In-Network,Shared Savings,Low,Academic,10/31/2022
P3017,Dr. Barbara Davis,South,In-Network,Shared Savings,High,Academic,4/18/2024
P3018,Dr. Jennifer Brown,West,In-Network,Value-Based,Medium,Group C,2/1/2020
P3019,Dr. Michael Thomas,West,In-Network,Capitated,High,Group A,11/23/2022
P3020,Dr. Patricia Williams,West,In-Network,Fee-for-Service,High,Group C,9/24/2020
P3021,Dr. Richard Smith,South,In-Network,Value-Based,Medium,Group C,10/27/2025
P3022,Dr. John Wilson,West,In-Network,Fee-for-Service,Medium,Group A,5/13/2020
P3023,Dr. Susan Johnson,West,In-Network,Fee-for-Service,Low,Academic,1/11/2021
P3024,Dr. William Jones,Northeast,Out-of-Network,Shared Savings,Medium,Academic,7/10/2016
P3025,Dr. Mary Anderson,Northeast,In-Network,Shared Savings,Low,Group A,6/30/2022
P3026,Dr. Jennifer Miller,Northeast,In-Network,Value-Based,High,Group B,5/22/2023
P3027,Dr. Barbara Wilson,Midwest,In-Network,Value-Based,Low,Group C,7/17/2023
P3028,Dr. Mary Wilson,Northeast,Out-of-Network,Shared Savings,High,Group B,6/9/2025
P3029,Dr. David Anderson,Northeast,Out-of-Network,Shared Savings,High,Independent,11/8/2025
P3030,Dr. Patricia Anderson,West,Out-of-Network,Fee-for-Service,High,Independent,7/2/2019
P3031,Dr. Elizabeth Thomas,Northeast,In-Network,Value-Based,High,Independent,4/29/2023
P3032,Dr. Barbara Williams,Midwest,Out-of-Network,Capitated,Medium,Independent,8/4/2017
P3033,Dr. Michael Jones,Northeast,Out-of-Network,Fee-for-Service,High,Group B,3/30/2018
P3034,Dr. Linda Wilson,Northeast,Out-of-Network,Value-Based,High,Group B,3/7/2016
P3035,Dr. David Taylor,West,In-Network,Value-Based,Medium,Group B,2/8/2021
P3036,Dr. Richard Garcia,Northeast,Out-of-Network,Shared Savings,High,Independent,9/11/2017
P3037,Dr. Linda Jones,Northeast,Out-of-Network,Capitated,Medium,Group A,11/25/2016
P3038,Dr. Elizabeth Taylor,Midwest,In-Network,Capitated,Medium,Independent,5/27/2020
P3039,Dr. William Smith,South,Out-of-Network,Shared Savings,Medium,Group B,2/20/2015
P3040,Dr. Mary Taylor,West,In-Network,Fee-for-Service,Low,Group A,9/21/2023
P3041,Dr. David Johnson,Northeast,In-Network,Fee-for-Service,Medium,Group B,6/26/2022
P3042,Dr. Patricia Wilson,Midwest,Out-of-Network,Fee-for-Service,Medium,Group A,9/8/2016
P3043,Dr. Patricia Smith,Northeast,Out-of-Network,Shared Savings,High,Group C,12/8/2024
P3044,Dr. Michael Wilson,Northeast,In-Network,Capitated,Low,Independent,6/18/2023
P3045,Dr. Barbara Smith,Midwest,Out-of-Network,Value-Based,Low,Group B,10/16/2016
P3046,Dr. John Anderson,South,Out-of-Network,Shared Savings,Medium,Group B,3/6/2023
P3047,Dr. Michael Smith,Midwest,Out-of-Network,Shared Savings,High,Group B,1/15/2023
P3048,Dr. Jennifer Smith,Northeast,In-Network,Value-Based,Medium,Group B,7/23/2021
P3049,Dr. Jennifer Johnson,South,Out-of-Network,Value-Based,High,Independent,1/13/2021
P3050,Dr. Robert Taylor,West,Out-of-Network,Shared Savings,Low,Group A,5/11/2022
P3051,Dr. Robert Johnson,Northeast,Out-of-Network,Shared Savings,High,Group A,5/25/2021
P3052,Dr. Robert Garcia,South,Out-of-Network,Fee-for-Service,High,Group A,5/30/2022
P3053,Dr. Linda Taylor,Midwest,In-Network,Capitated,Low,Group C,1/5/2023
P3054,Dr. William Miller,West,Out-of-Network,Fee-for-Service,Medium,Group A,3/21/2025
P3055,Dr. David Garcia,Midwest,In-Network,Shared Savings,Medium,Academic,1/31/2017
P3056,Dr. Susan Smith,South,In-Network,Value-Based,Low,Group B,9/22/2019
P3057,Dr. Susan Anderson,South,Out-of-Network,Shared Savings,Medium,Group A,2/1/2019
P3058,Dr. Jennifer Smith,South,Out-of-Network,Capitated,High,Academic,2/14/2020
P3059,Dr. John Johnson,Midwest,In-Network,Shared Savings,High,Independent,9/8/2019
P3060,Dr. Linda Taylor,South,In-Network,Shared Savings,Low,Group C,11/11/2020
P3061,Dr. Michael Thomas,Midwest,In-Network,Value-Based,Medium,Group C,6/3/2020
P3062,Dr. Robert Davis,South,In-Network,Capitated,Medium,Group B,11/23/2025
P3063,Dr. Michael Johnson,Northeast,In-Network,Value-Based,Low,Independent,9/1/2022
P3064,Dr. Patricia Jones,Northeast,Out-of-Network,Capitated,High,Group C,4/4/2024
P3065,Dr. James Williams,West,Out-of-Network,Shared Savings,Low,Independent,11/12/2019
P3066,Dr. David Thomas,Northeast,In-Network,Shared Savings,Low,Group A,9/12/2019
P3067,Dr. James Taylor,Midwest,In-Network,Fee-for-Service,Low,Group B,6/16/2025
P3068,Dr. James Thomas,Midwest,Out-of-Network,Shared Savings,Medium,Academic,11/18/2023
P3069,Dr. Jennifer Garcia,South,In-Network,Shared Savings,High,Group A,10/25/2019
P3070,Dr. Patricia Wilson,West,In-Network,Shared Savings,Medium,Academic,7/1/2023
P3071,Dr. Mary Jones,West,Out-of-Network,Value-Based,Medium,Group A,11/12/2015
P3072,Dr. John Johnson,South,Out-of-Network,Shared Savings,High,Independent,3/24/2025
P3073,Dr. Robert Wilson,Northeast,Out-of-Network,Shared Savings,High,Group C,6/15/2020
P3074,Dr. Jennifer Taylor,West,Out-of-Network,Value-Based,Medium,Group A,1/17/2024
P3075,Dr. William Anderson,South,Out-of-Network,Capitated,High,Group B,7/31/2020
P3076,Dr. James Miller,West,In-Network,Capitated,High,Academic,8/13/2025
P3077,Dr. Robert Wilson,South,Out-of-Network,Value-Based,High,Group A,7/17/2017
P3078,Dr. Mary Garcia,Northeast,Out-of-Network,Shared Savings,High,Group B,7/6/2023
P3079,Dr. Michael Jones,Northeast,Out-of-Network,Shared Savings,Medium,Group A,2/2/2023
P3080,Dr. Mary Wilson,Northeast,Out-of-Network,Fee-for-Service,High,Group A,5/25/2019
P3081,Dr. Richard Anderson,West,In-Network,Fee-for-Service,Low,Group C,3/1/2025
P3082,Dr. Elizabeth Anderson,Northeast,Out-of-Network,Value-Based,Low,Group B,3/27/2024
P3083,Dr. Patricia Thomas,Northeast,Out-of-Network,Shared Savings,Low,Group B,4/11/2022
P3084,Dr. James Jones,West,Out-of-Network,Capitated,High,Group C,11/5/2025
P3085,Dr. Patricia Thomas,South,Out-of-Network,Value-Based,Low,Group C,4/8/2015
P3086,Dr. Elizabeth Smith,Northeast,Out-of-Network,Shared Savings,Medium,Group A,5/24/2019
P3087,Dr. Elizabeth Taylor,South,In-Network,Shared Savings,High,Group B,1/17/2019
P3088,Dr. David Brown,Northeast,In-Network,Capitated,Low,Group A,3/16/2021
P3089,Dr. Richard Garcia,Midwest,In-Network,Shared Savings,Medium,Group A,6/3/2015
P3090,Dr. Mary Anderson,South,In-Network,Fee-for-Service,Low,Academic,12/3/2017
P3091,Dr. Elizabeth Anderson,Northeast,In-Network,Shared Savings,Low,Group C,5/22/2021
P3092,Dr. Barbara Williams,Midwest,In-Network,Fee-for-Service,Low,Group A,2/14/2022
P3093,Dr. Michael Thomas,Midwest,Out-of-Network,Capitated,Low,Group A,9/4/2021
P3094,Dr. Elizabeth Wilson,Midwest,Out-of-Network,Shared Savings,Medium,Group B,6/20/2017
P3095,Dr. Susan Miller,West,In-Network,Fee-for-Service,Medium,Academic,6/8/2022
P3096,Dr. Elizabeth Davis,South,In-Network,Capitated,High,Group A,7/19/2024
P3097,Dr. Mary Jones,Midwest,Out-of-Network,Capitated,High,Group A,1/31/2021
P3098,Dr. Linda Johnson,Midwest,Out-of-Network,Capitated,High,Academic,6/1/2021
P3099,Dr. David Taylor,Northeast,Out-of-Network,Fee-for-Service,Medium,Group A,10/11/2022
P3100,Dr. David Jones,Midwest,In-Network,Value-Based,Low,Group A,2/9/2025
P3101,Dr. Linda Williams,West,Out-of-Network,Value-Based,Medium,Group C,10/17/2022
P3102,Dr. Patricia Davis,Northeast,Out-of-Network,Shared Savings,High,Group A,8/20/2017
P3103,Dr. Elizabeth Garcia,Northeast,In-Network,Capitated,Medium,Academic,10/18/2024
P3104,Dr. Barbara Thomas,Midwest,Out-of-Network,Capitated,Low,Group B,11/12/2019
P3105,Dr. Susan Taylor,Midwest,In-Network,Fee-for-Service,High,Independent,1/5/2020
P3106,Dr. Jennifer Thomas,South,Out-of-Network,Value-Based,Medium,Group C,3/1/2020
P3107,Dr. Mary Thomas,South,In-Network,Shared Savings,High,Group A,4/5/2025
P3108,Dr. David Garcia,Midwest,Out-of-Network,Fee-for-Service,High,Group A,1/27/2015
P3109,Dr. David Williams,Northeast,Out-of-Network,Shared Savings,High,Group A,4/1/2015
P3110,Dr. Richard Davis,West,Out-of-Network,Fee-for-Service,High,Group B,5/19/2023
P3111,Dr. Patricia Taylor,Midwest,In-Network,Capitated,Medium,Academic,12/23/2025
P3112,Dr. Mary Smith,Midwest,Out-of-Network,Fee-for-Service,Low,Group C,1/12/2021
P3113,Dr. Robert Anderson,Midwest,Out-of-Network,Fee-for-Service,Low,Group A,9/1/2022
P3114,Dr. John Taylor,West,In-Network,Shared Savings,Medium,Independent,1/3/2021
P3115,Dr. Michael Wilson,South,Out-of-Network,Capitated,Medium,Academic,5/14/2019
P3116,Dr. Barbara Anderson,Midwest,In-Network,Value-Based,High,Academic,3/8/2021
P3117,Dr. Michael Jones,South,In-Network,Fee-for-Service,Medium,Academic,4/10/2021
P3118,Dr. Barbara Taylor,Northeast,Out-of-Network,Fee-for-Service,Medium,Group B,4/30/2016
P3119,Dr. Barbara Wilson,Midwest,In-Network,Shared Savings,Low,Group A,4/29/2020
P3120,Dr. John Williams,Midwest,In-Network,Fee-for-Service,High,Group A,11/13/2024
P3121,Dr. Mary Smith,Midwest,Out-of-Network,Value-Based,Low,Group A,4/4/2016
P3122,Dr. Richard Williams,Midwest,In-Network,Fee-for-Service,Medium,Group B,6/22/2022
P3123,Dr. Patricia Jones,South,In-Network,Shared Savings,High,Independent,10/10/2018
P3124,Dr. Linda Williams,Northeast,In-Network,Fee-for-Service,Medium,Group C,6/26/2019
P3125,Dr. William Anderson,Midwest,In-Network,Value-Based,Low,Academic,6/23/2023
P3126,Dr. Patricia Thomas,South,In-Network,Fee-for-Service,Medium,Independent,1/3/2017
P3127,Dr. Mary Davis,West,In-Network,Shared Savings,High,Group B,1/22/2021
P3128,Dr. Jennifer Taylor,Midwest,In-Network,Fee-for-Service,Medium,Group C,11/12/2017
P3129,Dr. Mary Williams,Northeast,Out-of-Network,Fee-for-Service,Medium,Group B,5/2/2017
P3130,Dr. Michael Davis,Northeast,Out-of-Network,Value-Based,High,Group C,10/20/2016
P3131,Dr. Richard Davis,South,Out-of-Network,Shared Savings,Medium,Independent,2/1/2024
P3132,Dr. William Brown,South,In-Network,Shared Savings,Medium,Group C,12/8/2023
P3133,Dr. Susan Williams,Northeast,In-Network,Value-Based,High,Academic,5/10/2016
P3134,Dr. Barbara Wilson,West,In-Network,Value-Based,Low,Group C,3/4/2022
P3135,Dr. Linda Brown,Northeast,Out-of-Network,Value-Based,Medium,Group B,8/5/2022
P3136,Dr. Mary Smith,Northeast,In-Network,Capitated,Low,Group C,7/31/2022
P3137,Dr. James Wilson,Northeast,Out-of-Network,Capitated,Low,Academic,9/16/2024
P3138,Dr. Patricia Jones,West,Out-of-Network,Shared Savings,Medium,Academic,6/19/2018
P3139,Dr. Robert Garcia,South,In-Network,Capitated,Medium,Independent,11/5/2023
P3140,Dr. Patricia Smith,South,Out-of-Network,Value-Based,Low,Academic,1/22/2026
P3141,Dr. Patricia Williams,South,Out-of-Network,Fee-for-Service,Medium,Independent,8/9/2015
P3142,Dr. David Johnson,South,In-Network,Capitated,Low,Group A,3/25/2020
P3143,Dr. David Anderson,Northeast,In-Network,Capitated,High,Group B,1/17/2025
P3144,Dr. Jennifer Garcia,West,In-Network,Value-Based,Medium,Group A,5/7/2015
P3145,Dr. David Smith,West,In-Network,Capitated,Medium,Group B,12/29/2023
P3146,Dr. James Anderson,South,In-Network,Fee-for-Service,High,Independent,6/12/2019
P3147,Dr. William Garcia,Northeast,Out-of-Network,Capitated,Medium,Group A,10/30/2015
P3148,Dr. James Johnson,West,In-Network,Value-Based,Medium,Academic,6/14/2022
P3149,Dr. Robert Brown,West,Out-of-Network,Value-Based,Medium,Group A,1/17/2016
P3150,Dr. James Williams,South,Out-of-Network,Shared Savings,Medium,Group C,6/25/2022
P3151,Dr. Jennifer Thomas,West,Out-of-Network,Value-Based,High,Group C,9/28/2017
P3152,Dr. William Wilson,West,In-Network,Fee-for-Service,Medium,Group B,5/17/2018
P3153,Dr. Robert Wilson,West,In-Network,Value-Based,Medium,Group A,7/7/2017
P3154,Dr. Elizabeth Wilson,South,Out-of-Network,Value-Based,Medium,Group A,8/9/2024
P3155,Dr. Richard Miller,West,Out-of-Network,Shared Savings,High,Group A,11/8/2025
P3156,Dr. Patricia Anderson,West,In-Network,Capitated,Low,Group B,8/4/2015
P3157,Dr. Robert Garcia,Midwest,Out-of-Network,Value-Based,Medium,Group A,1/27/2017
P3158,Dr. Jennifer Johnson,Midwest,Out-of-Network,Capitated,Low,Academic,3/12/2025
P3159,Dr. Jennifer Miller,Midwest,In-Network,Fee-for-Service,High,Group A,6/16/2025
